User,Target,Source
 WESTROCK\svc-6545-esko ,MS65462001P, 172.19.136.254
 WESTROCK\svc_logicmonitor_wmi ,MS65462002P, 172.30.160.78
 WESTROCK\svc-6545-esko ,MS65462002P, 172.19.161.233
 WESTROCK\svc-6545-esko ,MS65466266P, 172.19.161.233
 WESTROCK\svccterafileservices ,MS65466266P, 172.19.136.124
 WESTROCK\svcjmsprepressna ,MS65466266P, 172.19.137.185
 WESTROCK\svcjmsprepressna ,MS65466266P, 172.19.128.239
 WESTROCK\svcCTERAFileServices ,MS65466266P, 172.19.168.67
 WESTROCK\svcCTERAFileServices ,MS65466266P, 172.19.161.78
 WESTROCK\svcjmsprepressna ,MS65466266P, 172.19.133.201
 WESTROCK\svcCTERAFileServices ,MS65466266P, 172.19.171.142
 WESTROCK\svcCTERAFileServices ,MS65466266P, 172.19.174.43
 WESTROCK\svc6591cloudflow ,MS65916251P, 172.30.20.122
 WESTROCK\svcMoveFiles1 ,MS65916460P, 10.163.3.119
 WESTROCK\svc-6703-esko ,MS67032001P, 172.27.65.68
 WESTROCK\svc-6703-esko ,MS67032001P, 172.27.87.196
 WESTROCK\svc-6703-esko ,MS67032001P, 172.27.58.20
 WESTROCK\svc-6703-esko ,MS67032001P, 172.30.47.109
 WESTROCK\svc-6703-esko ,MS67032001P, 172.30.40.150
 WESTROCK\svc-6703-esko ,MS67032001P, 172.19.160.186
 WESTROCK\svc-6703-esko ,MS67032001P, 172.19.136.136
 WESTROCK\svc-6703-esko ,MS67032001P, 172.19.131.97
 WESTROCK\svc-6703-esko ,MS67032001P, 172.19.167.196
 WESTROCK\svc-6703-esko ,MS67032002P, 172.30.34.254
 WESTROCK\svc-6703-esko ,MS67032002P, 172.30.43.16
 WESTROCK\svc-6703-esko ,MS67032002P, LOCAL
 WESTROCK\svc-6703-esko ,MS67032003P, 172.27.90.253
 WESTROCK\svc-6703-esko ,MS67032003P, 172.27.58.20
 WESTROCK\svc-6703-esko ,MS67032003P, 172.19.167.196
 WESTROCK\svcjmsprepressna ,MS67036266P, 172.30.44.238
 WESTROCK\svcjmsprepressna ,MS67036266P, 172.30.35.132
 WESTROCK\svcjmsprepressna ,MS67036266P, 172.19.142.217
 WESTROCK\svcjmsprepressna ,MS67036266P, 172.19.174.18
 WESTROCK\svcjmsprepressna ,MS67036266P, 172.19.166.136
 WESTROCK\svc-6705-esko ,MS67052001P, LOCAL
 WESTROCK\svc-6705-esko ,MS67052002P, 172.19.166.38
 WESTROCK\svc-6705-esko ,MS67052002P, 172.19.171.59
 WESTROCK\svc-6705-esko ,MS67052003P, 172.19.136.73
 WESTROCK\svc-6705-esko ,MS67052003P, LOCAL
 WESTROCK\svc-6705-esko ,MS67052003P, 172.19.166.38
 WESTROCK\svc-6705-esko ,MS67052003P, 172.19.171.59
 WESTROCK\svcjmsprepressna ,MS67056267P, 172.27.83.89
 WESTROCK\svcjmsprepressna ,MS67056267P, 172.30.44.217
 WESTROCK\svcjmsprepressna ,MS67056267P, 172.30.41.33
 WESTROCK\svcjmsprepressna ,MS67056267P, 172.19.132.90
 WESTROCK\svcjmsprepressna ,MS67056267P, 172.19.136.73
 WESTROCK\svcjmsprepressna ,MS67056267P, 172.19.133.201
 WESTROCK\svcjmsprepressna ,MS67056267P, 172.19.174.60
 WESTROCK\svcjmsprepressna ,MS67056267P, 172.19.143.65
 WESTROCK\svcjmsprepressna ,MS67056267P, 172.19.172.201
 WESTROCK\svcjmsprepressna ,MS67056267P, 172.19.133.170
 WESTROCK\svcjmsprepressna ,MS67056267P, 172.19.175.9
 WESTROCK\svc-6709-esko ,MS67092000P, 172.30.47.109
 WESTROCK\svc-6709-esko ,MS67092000P, 172.30.35.98
 WESTROCK\svc-6709-esko ,MS67092000P, 172.27.63.137
 WESTROCK\svc-6709-esko ,MS67092000P, 172.27.38.2
 WESTROCK\svc-6709-esko ,MS67092001P, 172.30.37.130
 WESTROCK\svc-6709-esko ,MS67092001P, 172.27.38.2
 WESTROCK\svc-6709-esko ,MS67092001P, 172.19.172.77
 WESTROCK\svcjmsprepressna ,MS67096266P, 172.19.137.185
 WESTROCK\svcjmsprepressna ,MS67096266P, 172.19.133.201
 WESTROCK\svcjmsprepressna ,MS67096267P, 172.19.163.37
 WESTROCK\svcjmsprepressna ,MS67096267P, 172.19.134.108
 WESTROCK\svcjmsprepressna ,MS67096268P, 172.19.137.185
 WESTROCK\svcjmsprepressna ,MS67126266P, 172.19.163.37
 WESTROCK\svcjmsprepressna ,MS67126266P, 172.19.166.136
 WESTROCK\svcjmsprepressna ,MS67136266P, 172.27.36.175
 WESTROCK\svcjmsprepressna ,MS67136266P, 172.19.163.37
 WESTROCK\svcjmsprepressna ,MS67136266P, 172.19.170.183
 WESTROCK\svcjmsprepressna ,MS67146266P, 172.27.37.107
 WESTROCK\svcjmsprepressna ,MS67146266P, 172.27.36.175
 WESTROCK\svcjmsprepressna ,MS67146266P, 172.19.163.37
 WESTROCK\svcjmsprepressna ,MS67146266P, 172.19.170.183
 WESTROCK\svc-6715-esko ,MS67152001P, 172.30.39.64
 WESTROCK\svc-6715-esko ,MS67152001P, 172.30.44.116
 WESTROCK\svc-6715-esko ,MS67152001P, 172.19.143.82
 WESTROCK\svc-6715-esko ,MS67152001P, 172.19.166.58
 WESTROCK\svc-6715-esko ,MS67152001P, 172.19.163.87
 WESTROCK\svc-6715-esko ,MS67152001P, 172.19.170.203
 WESTROCK\svc-6715-esko ,MS67152001P, 172.19.139.100
 WESTROCK\svc-6715-esko ,MS67152002P, 172.30.33.63
 WESTROCK\svc-6715-esko ,MS67152002P, 172.27.34.223
 WESTROCK\svc-6715-esko ,MS67152002P, 172.27.40.204
 WESTROCK\svc-6715-esko ,MS67152002P, 172.27.60.219
 WESTROCK\svc-6715-esko ,MS67152002P, 172.30.44.157
 WESTROCK\svc-6715-esko ,MS67152002P, 172.19.143.82
 WESTROCK\svc-6715-esko ,MS67152002P, 172.19.166.58
 WESTROCK\svc-6715-esko ,MS67152002P, 172.19.170.203
 WESTROCK\svc-6715-esko ,MS67152002P, 172.19.135.218
 WESTROCK\svc-6715-esko ,MS67152002P, 172.19.139.100
 WESTROCK\svc-6715-esko ,MS67152002P, 172.19.162.72
 WESTROCK\svc-6715-esko ,MS67152002P, 172.19.163.28
 WESTROCK\svc-6715-esko ,MS67152002P, 172.19.139.163
 WESTROCK\svc-6715-esko ,MS67152002P, 172.19.139.94
 WESTROCK\svc-6715-esko ,MS67152002P, 172.19.136.192
 WESTROCK\svc-6715-esko ,MS67152004P, 172.19.130.19
 WESTROCK\svc-6715-esko ,MS67152004P, 172.19.143.82
 WESTROCK\svc-6715-esko ,MS67152004P, 172.19.160.54
 WESTROCK\svc-6715-esko ,MS67152004P, 172.19.136.242
 WESTROCK\svc-6715-esko ,MS67152004P, 172.19.163.87
 WESTROCK\svc-6715-esko ,MS67152004P, 172.19.170.203
 WESTROCK\svc-6715-esko ,MS67152004P, 172.19.162.72
 WESTROCK\svc-6715-esko ,MS67152004P, 172.19.165.88
 WESTROCK\svc-6719-esko ,MS67192000P, LOCAL
 WESTROCK\svc-6719-esko ,MS67192000P, 172.27.54.27
 WESTROCK\svc-6719-esko ,MS67192000P, 172.27.86.72
 WESTROCK\svc-6719-esko ,MS67192000P, 172.19.139.128
 WESTROCK\svc-6719-esko ,MS67192001P, 172.30.43.232
 WESTROCK\svc-6719-esko ,MS67192001P, 172.27.61.229
 WESTROCK\svc-6719-esko ,MS67192001P, 172.27.75.216
 WESTROCK\svc-6719-esko ,MS67192001P, 172.27.76.231
 WESTROCK\svc-6719-esko ,MS67192001P, 172.27.48.150
 WESTROCK\svc-6719-esko ,MS67192001P, 172.27.74.37
 WESTROCK\svc-6719-esko ,MS67192001P, 172.27.86.72
 WESTROCK\svc-6719-esko ,MS67192001P, 172.27.45.96
 WESTROCK\svc-6719-esko ,MS67192001P, 172.30.43.15
 WESTROCK\svc-6719-esko ,MS67192001P, 172.19.171.206
 WESTROCK\svc-6719-esko ,MS67192001P, 172.19.135.197
 WESTROCK\svc-6719-esko ,MS67192001P, 172.19.143.35
 WESTROCK\svc-6719-esko ,MS67192002P, 172.30.32.39
 WESTROCK\svc-6719-esko ,MS67192002P, 172.27.86.72
 WESTROCK\svc-6719-esko ,MS67192002P, 172.30.34.123
 WESTROCK\svc-6719-esko ,MS67192002P, 172.19.143.82
 WESTROCK\svc-6719-esko ,MS67192002P, 172.19.135.197
 WESTROCK\svc-6719-esko ,MS67192002P, 172.19.175.69
 WESTROCK\svc-6719-esko ,MS67192002P, 172.19.166.58
 WESTROCK\svc-6719-esko ,MS67192004P, 172.30.43.15
 WESTROCK\svc-6719-esko ,MS67192004P, 172.19.137.72
 WESTROCK\svc-6719-esko ,MS67192004P, 172.19.142.222
 WESTROCK\svcjmsprepressna ,MS67196266P, 172.30.42.79
 WESTROCK\svcjmsprepressna ,MS67196266P, 172.30.35.153
 WESTROCK\svcjmsprepressna ,MS67196266P, 172.30.36.12
 WESTROCK\svcjmsprepressna ,MS67196266P, 172.30.37.159
 WESTROCK\svcjmsprepressna ,MS67196266P, 172.30.44.34
 WESTROCK\svcjmsprepressna ,MS67196266P, 172.27.36.175
 WESTROCK\svcjmsprepressna ,MS67196266P, 172.19.134.254
 WESTROCK\svcMoveFiles1 ,MS67196460P, LOCAL
 WESTROCK\svcMoveFiles1 ,MS67196460P, 172.19.173.234
 WESTROCK\svcMoveFiles1 ,MS67196460P, 172.19.170.171
 WESTROCK\svcmovefiles1 ,MS67196460P, LOCAL
 MS67196825P\prinect_svc ,MS67196825P, 172.19.185.35
 WESTROCK\svc-6720-esko ,MS67202001P, 172.30.39.158
 WESTROCK\svc-6720-esko ,MS67202001P, 172.19.131.171
 WESTROCK\svc-6720-esko ,MS67202001P, 172.19.174.230
 WESTROCK\svc-6720-esko ,MS67202003P, 172.30.47.109
 WESTROCK\svc-6720-esko ,MS67202003P, 172.30.39.158
 WESTROCK\svc-6720-esko ,MS67202003P, 172.30.44.23
 WESTROCK\svc-6720-esko ,MS67202003P, 172.19.131.171
 WESTROCK\svc-6720-esko ,MS67202003P, 172.19.174.230
 WESTROCK\svc-6720-esko ,MS67202003P, 172.19.128.39
 WESTROCK\svc-6720-esko ,MS67202003P, 172.19.167.107
 WESTROCK\svcjmsprepressna ,MS67206266P, 172.27.68.184
 WESTROCK\svcjmsprepressna ,MS67206266P, 172.19.170.194
 WESTROCK\svcjmsprepressna ,MS67206266P, 172.19.137.185
 WESTROCK\svcjmsprepressna ,MS67206266P, 172.19.175.113
 WESTROCK\svcjmsprepressna ,MS67206266P, 172.19.130.135
 WESTROCK\svcjmsprepressna ,MS67206266P, 172.19.162.158
 WESTROCK\svc-6720-esko ,MS67206266P, 172.19.137.113
 WESTROCK\svc-6720-esko ,MS67206266P, 172.19.172.47
 WESTROCK\svc-6720-esko ,MS67206266P, 172.19.173.100
 WESTROCK\svc-6720-esko ,MS67206266P, 172.19.136.182
 WESTROCK\svc-6720-esko ,MS67206266P, 172.19.143.127
 WESTROCK\svc-6721-esko ,MS67212001P, 172.30.39.97
 WESTROCK\svc-6721-esko ,MS67212002P, 172.27.39.231
 WESTROCK\svc-6721-esko ,MS67212002P, 10.118.6.231
 WESTROCK\svc-6721-esko ,MS67212002P, 172.27.44.131
 WESTROCK\svc-6721-esko ,MS67212002P, 172.30.40.74
 WESTROCK\svc-6721-esko ,MS67212002P, 172.19.160.146
 WESTROCK\svc-6721-esko ,MS67212002P, 172.19.132.90
 WESTROCK\svc-6721-esko ,MS67212004P, 172.19.171.224
 WESTROCK\svcjmsprepressna ,MS67216266P, 172.27.38.8
 WESTROCK\svcjmsprepressna ,MS67216266P, 172.27.68.184
 WESTROCK\svcjmsprepressna ,MS67216266P, 172.19.160.146
 WESTROCK\svcjmsprepressna ,MS67216266P, 172.19.169.43
 WESTROCK\svcjmsprepressna ,MS67216266P, 172.19.137.185
 WESTROCK\svcjmsprepressna ,MS67216266P, 172.19.143.38
 WESTROCK\svc-6722-esko ,MS67222001P, 172.30.34.177
 WESTROCK\svc-6722-esko ,MS67222001P, 172.30.33.114
 WESTROCK\svc-6722-esko ,MS67222001P, 172.30.37.213
 WESTROCK\svc-6722-esko ,MS67222001P, 172.30.42.125
 WESTROCK\svc-6722-esko ,MS67222001P, 172.27.57.71
 WESTROCK\svc-6722-esko ,MS67222001P, 172.27.70.138
 WESTROCK\svc-6722-esko ,MS67222001P, 172.27.59.122
 WESTROCK\svc-6722-esko ,MS67222001P, 172.19.138.177
 WESTROCK\svc-6722-esko ,MS67222001P, 172.19.143.42
 WESTROCK\svc-6722-esko ,MS67222001P, 172.19.166.38
 WESTROCK\svc-6722-esko ,MS67222002P, 172.30.33.114
 WESTROCK\svc-6722-esko ,MS67222002P, 172.27.57.71
 WESTROCK\svc-6722-esko ,MS67222002P, 172.19.169.193
 WESTROCK\svc-6722-esko ,MS67222002P, 172.19.135.197
 WESTROCK\svc-6722-esko ,MS67222002P, 172.19.138.177
 WESTROCK\svc-6722-esko ,MS67222002P, 172.19.140.129
 WESTROCK\svc-6722-esko ,MS67222003P, 172.27.57.71
 WESTROCK\svc-6722-esko ,MS67222003P, 172.30.47.109
 WESTROCK\svc-6722-esko ,MS67222003P, 172.27.70.138
 WESTROCK\svc-6722-esko ,MS67222003P, 10.118.6.231
 WESTROCK\svc-6722-esko ,MS67222003P, 172.27.63.30
 WESTROCK\svc-6722-esko ,MS67222003P, 172.27.40.120
 WESTROCK\svc-6722-esko ,MS67222003P, 172.27.59.122
 WESTROCK\svc-6722-esko ,MS67222003P, 172.19.136.242
 WESTROCK\svc-6722-esko ,MS67222003P, 172.19.135.197
 WESTROCK\svc-6722-esko ,MS67222003P, 172.19.138.177
 WESTROCK\svc-6722-esko ,MS67222003P, 172.19.143.42
 WESTROCK\svc-6722-esko ,MS67222003P, 172.19.166.38
 WESTROCK\svcjmsprepressna ,MS67226266P, 172.19.134.254
 WESTROCK\svcMoveFiles1 ,MS67226460P, 10.161.45.247
 WESTROCK\svcMoveFiles1 ,MS67226460P, 10.163.62.195
 WESTROCK\svc-6722-Movefiles ,MS67226460P, 172.27.48.105
 WESTROCK\svc-6722-Movefiles ,MS67226460P, 172.27.80.117
 WESTROCK\svc-6722-Movefiles ,MS67226460P, 172.30.36.206
 WESTROCK\svc-6722-Movefiles ,MS67226460P, 172.27.57.217
 WESTROCK\svc-6722-Movefiles ,MS67226460P, 172.27.73.240
 WESTROCK\svc-6722-Movefiles ,MS67226460P, 172.27.65.232
 WESTROCK\svc-6722-Movefiles ,MS67226460P, 172.27.68.170
 WESTROCK\svc-6722-Movefiles ,MS67226460P, 172.27.85.103
 WESTROCK\svcMoveFiles1 ,MS67226460P, 172.30.35.221
 WESTROCK\svc-6722-Movefiles ,MS67226460P, 172.30.39.51
 WESTROCK\svc-6722-Movefiles ,MS67226460P, 172.30.41.162
 WESTROCK\svcMoveFiles1 ,MS67226460P, 172.27.61.169
 WESTROCK\svc-6722-Movefiles ,MS67226460P, 172.27.61.171
 WESTROCK\svc-6722-Movefiles ,MS67226460P, 172.27.47.47
 WESTROCK\svcMoveFiles1 ,MS67226460P, 172.30.35.25
 WESTROCK\svc-6722-Movefiles ,MS67226460P, 172.27.79.168
 WESTROCK\svcMoveFiles1 ,MS67226460P, 172.27.39.130
 WESTROCK\svc-6722-Movefiles ,MS67226460P, 172.30.34.198
 WESTROCK\svcMoveFiles1 ,MS67226460P, 172.19.130.229
 WESTROCK\svc-6722-Movefiles ,MS67226460P, 172.27.38.110
 WESTROCK\svc-6722-Movefiles ,MS67226460P, 172.19.139.112
 WESTROCK\svc-6722-Movefiles ,MS67226460P, 172.19.174.88
 WESTROCK\svc-6722-Movefiles ,MS67226460P, 172.19.141.95
 WESTROCK\svc-6722-Movefiles ,MS67226460P, 172.19.171.206
 WESTROCK\svc-6722-Movefiles ,MS67226460P, 172.19.129.107
 WESTROCK\svcMoveFiles1 ,MS67226460P, 172.19.169.28
 WESTROCK\svc-6722-Movefiles ,MS67226460P, 172.19.142.158
 WESTROCK\svc-6722-Movefiles ,MS67226460P, 172.19.172.232
 WESTROCK\svc-6722-Movefiles ,MS67226460P, LOCAL
 WESTROCK\svc-6722-Movefiles ,MS67226460P, 172.19.166.247
 WESTROCK\svc-6723-esko ,MS67232000P, 172.19.139.163
 WESTROCK\svc-6723-esko ,MS67232000P, 172.19.143.38
 WESTROCK\svc-6723-esko ,MS67232000P, 172.19.135.205
 WESTROCK\svc-6723-esko ,MS67232000P, 172.19.161.116
 WESTROCK\svc-6723-esko ,MS67232001P, 172.19.143.38
 WESTROCK\svc-6723-esko ,MS67232001P, 172.19.161.116
 WESTROCK\svc-6723-esko ,MS67232002P, 172.19.132.246
 WESTROCK\svc-6723-esko ,MS67232002P, 172.19.168.212
 WESTROCK\svc-6723-esko ,MS67232002P, 172.19.128.39
 WESTROCK\svc-6723-esko ,MS67232002P, 172.19.138.189
 WESTROCK\svc-6723-esko ,MS67232002P, 172.19.161.116
 WESTROCK\svc-6723-esko ,MS67232002P, 172.19.130.161
 WESTROCK\svcjmsprepressna ,MS67236266P, LOCAL
 WESTROCK\svcjmsprepressna ,MS67236266P, 172.27.88.224
 WESTROCK\svcjmsprepressna ,MS67236266P, 172.27.95.127
 WESTROCK\svcjmsprepressna ,MS67236266P, 172.30.41.9
 WESTROCK\svcjmsprepressna ,MS67236266P, 172.27.68.184
 WESTROCK\svc-6723-esko ,MS67236266P, 172.27.60.20
 WESTROCK\svcjmsprepressna ,MS67236266P, 172.27.59.123
 WESTROCK\svcjmsprepressna ,MS67236266P, 172.19.137.185
 WESTROCK\svcMpspa1 ,MS67292001P, 172.30.37.64
 WESTROCK\svcMPSPA1 ,MS67292001P, 172.27.87.181
 WESTROCK\svcMPSPA1 ,MS67292001P, 172.27.67.110
 WESTROCK\svcMPSPA1 ,MS67292001P, 172.27.67.21
 WESTROCK\svcMPSPA1 ,MS67292001P, 172.27.43.96
 WESTROCK\svcMPSPA1 ,MS67292001P, 172.30.45.95
 WESTROCK\svcMPSPA1 ,MS67292001P, 172.19.128.118
 WESTROCK\svcMPSPA1 ,MS67292001P, 172.19.132.30
 WESTROCK\svcMPSPA1 ,MS67292001P, 172.19.142.102
 WESTROCK\svcMPSPA1 ,MS67292001P, 172.19.163.115
 WESTROCK\svcMPSPA1 ,MS67292001P, 172.19.175.193
 WESTROCK\svcMPSPA1 ,MS67292001P, 172.19.173.214
 WESTROCK\svcMPSPA1 ,MS67292001P, 172.19.169.189
 WESTROCK\svcMPSPA1 ,MS67292001P, 172.19.171.232
 WESTROCK\svcMPSPA1 ,MS67292001P, 172.19.168.173
 WESTROCK\svcMPSPA1 ,MS67292001P, 172.19.164.184
 WESTROCK\svcMPSPA1 ,MS67292001P, 172.19.170.50
 WESTROCK\svcMPSPA1 ,MS67292001P, 172.19.173.166
 WESTROCK\svcMPSPA1 ,MS67292001P, 172.19.162.122
 WESTROCK\svcMPSPA1 ,MS67292001P, 172.19.172.165
 WESTROCK\svcMPSPA1 ,MS67292001P, 172.19.136.118
 WESTROCK\svcMPSPA1 ,MS67292001P, 172.19.171.218
 WESTROCK\svcMpspa1 ,MS67292002P, 172.27.61.210
 WESTROCK\svcMPSPA1 ,MS67292002P, 172.27.87.181
 WESTROCK\svcMpspa1 ,MS67292002P, 172.30.45.236
 WESTROCK\svcMpspa1 ,MS67292002P, 172.27.43.70
 WESTROCK\svcMPSPA1 ,MS67292002P, 172.19.128.118
 WESTROCK\svcMPSPA1 ,MS67292002P, 172.19.162.79
 WESTROCK\svcMPSPA1 ,MS67292002P, 172.19.165.12
 WESTROCK\svcMpspa1 ,MS67292002P, 172.19.173.177
 WESTROCK\svc-6730-esko ,MS67292003P, 172.19.160.68
 WESTROCK\svc-6730-esko ,MS67292003P, 172.19.137.51
 WESTROCK\svc-6730-esko ,MS67292003P, 172.19.165.227
 WESTROCK\svc-6730-esko ,MS67292003P, 10.118.6.123
 WESTROCK\svc-6729-opi ,MS67292004P, LOCAL
 WESTROCK\svc-6729-opi ,MS67292004P, 172.27.37.218
 WESTROCK\svc-6729-opi ,MS67292004P, 172.19.174.88
 WESTROCK\svc-6729-opi ,MS67292004P, 172.19.143.82
 WESTROCK\svc-6729-opi ,MS67292004P, 172.19.128.25
 WESTROCK\svc-6729-opi ,MS67292004P, 172.19.138.79
 WESTROCK\svc-6729-opi ,MS67292004P, 172.19.167.105
 WESTROCK\svc-6730-esko ,MS67292006P, 172.19.164.88
 WESTROCK\svccterafileservices ,MS67292007P, 172.30.45.54
 WESTROCK\svccterafileservices ,MS67292007P, 172.19.162.151
 MS67292010D\services.pageflex ,MS67292010D, 172.27.38.212
 MS67292010D\services.pageflex ,MS67292010D, 172.19.160.243
 MS67292010D\services.pageflex ,MS67292010D, 172.19.131.98
 MS67292010D\services.pageflex ,MS67292010D, 172.19.165.88
 MS67292010P\services.pageflex ,MS67292010P, 172.30.42.56
 MS67292010P\services.pageflex ,MS67292010P, 172.19.160.243
 MS67292010P\services.pageflex ,MS67292010P, 172.19.131.98
 MS67292010P\services.pageflex ,MS67292010P, 172.19.136.237
 MS67292010P\services.pageflex ,MS67292010P, 172.19.166.253
 MS67292010P\services.pageflex ,MS67292010P, 172.19.140.169
 WESTROCK\svcjmsprepressna ,MS67296266P, 172.27.62.67
 WESTROCK\svcjmsprepressna ,MS67296266P, 172.27.65.204
 WESTROCK\svcjmsprepressna ,MS67296266P, 172.27.76.241
 WESTROCK\svcjmsprepressna ,MS67296266P, 172.30.41.9
 WESTROCK\svcjmsprepressna ,MS67296266P, 172.27.46.250
 WESTROCK\svcjmsprepressna ,MS67296266P, 172.19.137.185
 WESTROCK\svcjmsprepressna ,MS67296266P, 172.19.134.108
 WESTROCK\svcjmsprepressna ,MS67296266P, 172.19.167.56
 WESTROCK\svcjmsprepressna ,MS67296266P, 172.19.162.158
 WESTROCK\svcopigrower ,MS67296440P, 172.30.33.230
 WESTROCK\svcopigrower ,MS67296440P, LOCAL
 WESTROCK\svcopiprepress ,MS67296441P, 172.30.33.230
 WESTROCK\svcOPIPrePress ,MS67296441P, 172.27.90.33
 WESTROCK\svcopiprepress ,MS67296441P, LOCAL
 WESTROCK\svcopivis ,MS67296442P, 10.118.4.197
 WESTROCK\svcopivis ,MS67296442P, LOCAL
 WESTROCK\SVCOPINETSAMP ,MS67296443P, 10.118.4.197
 WESTROCK\svcopinetsamp ,MS67296443P, LOCAL
 WESTROCK\svcOPINetSamp ,MS67296443P, 172.27.84.170
 WESTROCK\svcOPInetsamp ,MS67296443P, LOCAL
 WESTROCK\svcopidptran ,MS67296444P, 172.27.37.47
 WESTROCK\svcopidptran ,MS67296444P, LOCAL
 WESTROCK\svcOPIdptran ,MS67296444P, LOCAL
 WESTROCK\svcopinetprint ,MS67296445P, 172.30.35.94
 WESTROCK\SVCOPINETPRINT ,MS67296445P, 172.27.45.52
 WESTROCK\svcopinetprint ,MS67296445P, LOCAL
 WESTROCK\svcopihpnet ,MS67296446P, 172.30.35.94
 WESTROCK\svcopihpnet ,MS67296446P, LOCAL
 WESTROCK\svcopidptran ,MS67296447P, 172.30.35.94
 WESTROCK\svcOPIDPTran ,MS67296447P, 172.27.84.170
 WESTROCK\svcopidptran ,MS67296447P, LOCAL
 WESTROCK\svcopihp3kstats ,MS67296448P, 172.27.81.152
 WESTROCK\svcopihp3kstats ,MS67296448P, LOCAL
 WESTROCK\svcOPIHPNET2 ,MS67296449P, 172.27.44.54
 WESTROCK\svcOPIHPNET2 ,MS67296449P, 172.19.164.132
 WESTROCK\svcOPIHPNET2 ,MS67296449P, 172.19.128.38
 WESTROCK\svcOPIHPNET2 ,MS67296449P, 172.19.163.90
 WESTROCK\svcopihpnet2 ,MS67296449P, LOCAL
 WESTROCK\svcopidptran ,MS67296450D, LOCAL
 WESTROCK\svcOPIDptran ,MS67296450D, LOCAL
 WESTROCK\SVCOPIDptran ,MS67296450D, LOCAL
 WESTROCK\SVCmOVEfILES1 ,MS67296460P, 10.118.6.23
 WESTROCK\svcMoveFiles1 ,MS67296460P, 172.30.39.203
 WESTROCK\svcmovefiles1 ,MS67296460P, LOCAL
 WESTROCK\svcMoveFiles1 ,MS67296460P, LOCAL
 WESTROCK\svcMoveFIles1 ,MS67296460P, LOCAL
 WESTROCK\svcMoveFiles1 ,MS67296460P, 172.19.173.234
 WESTROCK\svcmovefiles6761ukle ,MS67342002P, 172.30.160.52
 WESTROCK\svc-6734-esko ,MS67342005P, 10.119.27.182
 WESTROCK\svcbgsystem.uknc ,MS67352000P, 172.27.63.11
 WESTROCK\svcbgsystem.uknc ,MS67352000P, 172.27.70.22
 WESTROCK\svcbgsystem.uknc ,MS67352000P, 10.25.4.81
 WESTROCK\svcbgsystem.uknc ,MS67352000P, 172.27.77.201
 WESTROCK\svcbgsystem.uknc ,MS67352000P, 172.27.37.160
 WESTROCK\svcbgsystem.uknc ,MS67352000P, 172.19.143.49
 WESTROCK\svcbgsystem.uknc ,MS67352000P, 172.19.163.83
 WESTROCK\svcbgsystem.uknc ,MS67352000P, 172.19.175.60
 WESTROCK\svcbgsystem.uknc ,MS67352000P, 172.19.136.52
 WESTROCK\svcbgsystem.uknc ,MS67352000P, 172.30.160.244
 WESTROCK\svcbgsystem.uknc ,MS67352000P, 172.19.134.149
 WESTROCK\svcbgsystem.uknc ,MS67352000P, 172.19.130.109
 WESTROCK\svcbgsystem.uknc ,MS67352000P, 10.25.4.29
 WESTROCK\svcbgsystem.uknc ,MS67352000P, 172.19.141.27
 WESTROCK\svcbgsystem.uknc ,MS67352000P, 172.19.128.120
 WESTROCK\svcbgsystem.uknc ,MS67352000P, 172.19.131.178
 WESTROCK\svcbgsystem.uknc ,MS67352000P, LOCAL
 WESTROCK\svcbgsystem.uknc ,MS67352000P, 172.19.131.141
 WESTROCK\svcbgsystem.uknc ,MS67352000P, 172.30.165.171
 WESTROCK\svcbgsystem.uknc ,MS67352000P, 172.19.132.99
 WESTROCK\svcbgsystem.uknc ,MS67352000P, 172.19.143.108
 WESTROCK\svcbgsystem.uknc ,MS67352000P, 172.19.175.72
 WESTROCK\svcbgsystem.uknc ,MS67352000P, 172.19.137.101
 WESTROCK\svcbgsystem.uknc ,MS67352000P, 172.19.170.75
 WESTROCK\svcbgsystem.uknc ,MS67352000P, 10.25.4.55
 WESTROCK\svcbgsystem.uknc ,MS67352000P, 172.19.128.177
 WESTROCK\svcbgsystem.uknc ,MS67352000P, 10.25.4.68
 WESTROCK\svcbgsystem.uknc ,MS67352000P, 172.19.172.15
 WESTROCK\svcbgsystem.uknc ,MS67352001P, 10.25.4.83
 WESTROCK\svcbgsystem.uknc ,MS67352001P, 10.25.4.59
 WESTROCK\svcbgsystem.uknc ,MS67352001P, 10.241.206.191
 WESTROCK\svcbgsystem.uknc ,MS67352001P, 172.30.36.97
 WESTROCK\svcbgsystem.uknc ,MS67352001P, 172.27.57.66
 WESTROCK\svcbgsystem.uknc ,MS67352001P, 172.27.56.225
 WESTROCK\svcbgsystem.uknc ,MS67352001P, 172.27.59.187
 WESTROCK\svcbgsystem.uknc ,MS67352001P, 10.25.2.220
 WESTROCK\svcbgsystem.uknc ,MS67352001P, 172.27.61.254
 WESTROCK\svcbgsystem.uknc ,MS67352001P, 172.27.88.189
 WESTROCK\svcbgsystem.uknc ,MS67352001P, 10.25.4.81
 WESTROCK\svcbgsystem.uknc ,MS67352001P, 172.27.36.114
 WESTROCK\svcbgsystem.uknc ,MS67352001P, LOCAL
 WESTROCK\svcbgsystem.uknc ,MS67352001P, 172.30.160.244
 WESTROCK\svcbgsystem.uknc ,MS67352001P, 172.19.140.202
 WESTROCK\svcbgsystem.uknc ,MS67352001P, 172.19.131.178
